ccaa,entregadas,administradas,admin_entregadas,hasta,fecha,pfizer,moderna,astrazeneca,vacuna_completa
"Castilla-La Mancha",84635,88888,105,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",82935,1700,"",21360
"Castilla-La Mancha",105855,92702,87.6,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",101655,4200,"",24525
"Castilla-La Mancha",105855,97353,92,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",101655,4200,"",27691
"Castilla-La Mancha",105855,102033,96.4,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",101655,4200,"",30345
"Castilla-La Mancha",105855,104988,99.2,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",101655,4200,"",32129
"Castilla-La Mancha",114155,106646,93.4,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",101655,4200,8300,33207
"Castilla-La Mancha",137875,109636,79.5,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",120375,9200,8300,35531
"Castilla-La Mancha",137875,113637,82.4,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",120375,9200,8300,38191
"Castilla-La Mancha",137875,117671,85.3,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",120375,9200,8300,41690
"Castilla-La Mancha",137875,125951,91.4,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",120375,9200,8300,49378
"Castilla-La Mancha",137875,129772,94.1,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",120375,9200,8300,52826
"Castilla-La Mancha",170975,132722,77.6,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",143775,9200,18000,55447
"Castilla-La Mancha",170975,137438,80.4,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",143775,9200,18000,58335
"Castilla-La Mancha",170975,140140,82,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",143775,9200,18000,59845
"Castilla-La Mancha",170975,143344,83.8,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",143775,9200,18000,61612
"Castilla-La Mancha",170975,146212,85.5,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",143775,9200,18000,63205
"Cataluña",120545,8150,6.8,"2021-01-03T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Cataluña",120545,24515,20.3,"2021-01-06T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Cataluña",120545,38826,32.2,"2021-01-07T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Cataluña",120545,68405,56.7,"2021-01-10T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Cataluña",120545,82785,68.7,"2021-01-10T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Cataluña",180020,92133,51.2,"2021-01-12T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Cataluña",185820,105587,57,"2021-01-13T00:00:00.000Z","2021-01-14T00:00:00.000Z",180020,5800,"",""
"Cataluña",185820,122577,66,"2021-01-14T00:00:00.000Z","2021-01-15T00:00:00.000Z",180020,5800,"",""
"Cataluña",185820,145073,78,"2021-01-17T00:00:00.000Z","2021-01-18T00:00:00.000Z",180020,5800,"",167
"Cataluña",185820,156627,84.3,"2021-01-18T00:00:00.000Z","2021-01-19T00:00:00.000Z",180020,5800,"",432
"Cataluña",217020,162830,75,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",211220,5800,"",913
"Cataluña",217020,168054,77.4,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",211220,5800,"",2598
"Cataluña",217020,173147,79.8,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",211220,5800,"",4101
"Cataluña",217020,184778,85.1,"2021-01-24T00:00:00.000Z","2021-01-25T00:00:00.000Z",211220,5800,"",7472
"Cataluña",217020,182713,84.2,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",211220,5800,"",9620
"Cataluña",286050,201650,70.5,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",280250,5800,"",18426
"Cataluña",286050,208177,72.8,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",280250,5800,"",23262
"Cataluña",286050,222572,77.8,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",280250,5800,"",35424
"Cataluña",286050,256555,89.7,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",280250,5800,"",60676
"Cataluña",286050,261562,91.4,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",280250,5800,"",69431
"Cataluña",360070,273724,76,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",345770,14300,"",80387
"Cataluña",360070,285829,79.4,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",345770,14300,"",91724
"Cataluña",360070,308695,85.7,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",345770,14300,"",107877
"Cataluña",360070,317222,88.1,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",345770,14300,"",120742
"Cataluña",391870,328789,83.9,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",345770,14300,31800,129651
"Cataluña",473320,340729,72,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",410120,31400,31800,138400
"Cataluña",473320,357875,75.6,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",410120,31400,31800,146079
"Cataluña",473320,376519,79.5,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",410120,31400,31800,152091
"Cataluña",473320,402742,85.1,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",410120,31400,31800,162003
"Cataluña",473320,416165,87.9,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",410120,31400,31800,166104
"Cataluña",589680,427525,72.5,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",489680,31400,68600,168254
"Cataluña",589680,443181,75.2,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",489680,31400,68600,170429
"Cataluña",589680,465569,79,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",489680,31400,68600,176286
"Cataluña",589680,490411,83.2,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",489680,31400,68600,180096
"Cataluña",589680,504270,85.5,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",489680,31400,68600,181835
"Com. Valenciana",61225,3252,5.3,"2021-01-03T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Com. Valenciana",61225,11677,19.1,"2021-01-07T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Com. Valenciana",61225,15965,26.1,"2021-01-08T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Com. Valenciana",61225,45674,74.6,"2021-01-11T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Com. Valenciana",61225,57223,93.5,"2021-01-12T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Com. Valenciana",91450,70870,77.5,"2021-01-13T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Com. Valenciana",94350,80429,85,"2021-01-14T00:00:00.000Z","2021-01-14T00:00:00.000Z",91450,2900,"",""
"Com. Valenciana",94350,86927,92,"2021-01-15T00:00:00.000Z","2021-01-15T00:00:00.000Z",91450,2900,"",""
"Com. Valenciana",94350,93695,99,"2021-01-18T00:00:00.000Z","2021-01-18T00:00:00.000Z",91450,2900,"",152
"Com. Valenciana",94350,95260,101,"2021-01-19T00:00:00.000Z","2021-01-19T00:00:00.000Z",91450,2900,"",588
"Com. Valenciana",111900,99932,89.3,"2021-01-20T00:00:00.000Z","2021-01-20T00:00:00.000Z",109000,2900,"",1737
"Com. Valenciana",111900,101437,90.6,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",109000,2900,"",2956
"Com. Valenciana",111900,103426,92.4,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",109000,2900,"",4139
"Com. Valenciana",111900,104449,93.3,"2021-01-23T00:00:00.000Z","2021-01-25T00:00:00.000Z",109000,2900,"",4532
"Com. Valenciana",111900,105490,94.3,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",109000,2900,"",5393
"Com. Valenciana",145830,108454,74.4,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",142930,2900,"",7304
"Com. Valenciana",145830,109716,75.2,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",142930,2900,"",8948
"Com. Valenciana",145830,112272,77,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",142930,2900,"",11317
"Com. Valenciana",145830,136109,93.3,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",142930,2900,"",33395
"Com. Valenciana",145830,147945,101.5,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",142930,2900,"",44979
"Com. Valenciana",182690,162563,89,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",175690,7000,"",58452
"Com. Valenciana",182690,172754,94.6,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",175690,7000,"",67840
"Com. Valenciana",182690,182225,99.7,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",175690,7000,"",75577
"Com. Valenciana",182690,190902,104.5,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",175690,7000,"",83171
"Com. Valenciana",203290,196489,96.7,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",175690,7000,20600,87353
"Com. Valenciana",243580,201983,82.9,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",207280,15700,20600,89522
"Com. Valenciana",243580,208242,85.5,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",207280,15700,20600,90760
"Com. Valenciana",243580,214010,87.9,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",207280,15700,20600,92433
"Com. Valenciana",243580,219822,90.2,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",207280,15700,20600,94255
"Com. Valenciana",243580,224560,92.2,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",207280,15700,20600,95559
"Com. Valenciana",307260,228180,74.3,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",247060,15700,44500,96040
"Com. Valenciana",307260,233828,76.1,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",247060,15700,44500,96724
"Com. Valenciana",307260,254502,82.8,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",247060,15700,44500,97384
"Com. Valenciana",307260,270007,87.9,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",247060,15700,44500,98606
"Com. Valenciana",307260,273978,89.2,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",247060,15700,44500,99045
"Extremadura",21725,686,3.2,"2021-01-03T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Extremadura",21725,3309,15.2,"2021-01-05T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Extremadura",21725,4727,21.8,"2021-01-07T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Extremadura",21725,9303,42.8,"2021-01-10T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Extremadura",21725,11346,52.2,"2021-01-11T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Extremadura",32450,14293,44,"2021-01-12T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Extremadura",33450,17862,53,"2021-01-13T00:00:00.000Z","2021-01-14T00:00:00.000Z",32450,1000,"",""
"Extremadura",33450,22322,67,"2021-01-14T00:00:00.000Z","2021-01-15T00:00:00.000Z",32450,1000,"",""
"Extremadura",33450,27613,83,"2021-01-17T00:00:00.000Z","2021-01-18T00:00:00.000Z",32450,1000,"",0
"Extremadura",33450,29125,87.1,"2021-01-18T00:00:00.000Z","2021-01-19T00:00:00.000Z",32450,1000,"",254
"Extremadura",40275,30941,76.8,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",39275,1000,"",254
"Extremadura",40275,32039,79.6,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",39275,1000,"",638
"Extremadura",40275,32979,81.9,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",39275,1000,"",638
"Extremadura",40275,33125,82.2,"2021-01-23T00:00:00.000Z","2021-01-25T00:00:00.000Z",39275,1000,"",638
"Extremadura",40275,35441,88,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",39275,1000,"",1721
"Extremadura",51975,37790,72.7,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",50975,1000,"",3134
"Extremadura",51975,39821,76.6,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",50975,1000,"",3135
"Extremadura",51975,41961,80.7,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",50975,1000,"",4460
"Extremadura",51975,47342,91.1,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",50975,1000,"",8646
"Extremadura",51975,49703,95.6,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",50975,1000,"",10776
"Extremadura",65175,52880,81.1,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",62675,2500,"",13202
"Extremadura",65175,56839,87.2,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",62675,2500,"",16996
"Extremadura",65175,61952,95.1,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",62675,2500,"",21662
"Extremadura",65175,68006,104.3,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",62675,2500,"",26605
"Extremadura",69475,69271,99.7,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",62675,2500,4300,27390
"Extremadura",84075,71334,84.8,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",74375,5400,4300,28790
"Extremadura",84075,73439,87.3,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",74375,5400,4300,29776
"Extremadura",84075,75603,89.9,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",74375,5400,4300,30501
"Extremadura",84075,78038,92.8,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",74375,5400,4300,31116
"Extremadura",84075,80044,95.2,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",74375,5400,4300,32353
"Extremadura",103115,82086,79.6,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",88415,5400,9300,33415
"Extremadura",103115,85553,83,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",88415,5400,9300,35477
"Extremadura",103115,89067,86.4,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",88415,5400,9300,36485
"Extremadura",103115,92842,90,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",88415,5400,9300,37889
"Extremadura",103115,94462,91.6,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",88415,5400,9300,38029
"Galicia",37555,9124,24.3,"2021-01-02T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Galicia",37555,20265,54,"2021-01-07T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Galicia",37555,24750,65.9,"2021-01-08T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Galicia",37555,30418,81,"2021-01-11T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Galicia",37555,33346,88.8,"2021-01-12T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Galicia",56080,37745,67.3,"2021-01-13T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Galicia",57880,44014,76,"2021-01-14T00:00:00.000Z","2021-01-14T00:00:00.000Z",56080,1800,"",""
"Galicia",57880,49768,86,"2021-01-15T00:00:00.000Z","2021-01-15T00:00:00.000Z",56080,1800,"",""
"Galicia",57880,56481,98,"2021-01-18T00:00:00.000Z","2021-01-18T00:00:00.000Z",56080,1800,"",150
"Galicia",57880,57871,100,"2021-01-19T00:00:00.000Z","2021-01-19T00:00:00.000Z",56080,1800,"",1191
"Galicia",68605,59104,86.2,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",66805,1800,"",1197
"Galicia",68605,62011,90.4,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",66805,1800,"",3861
"Galicia",68605,65394,95.3,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",66805,1800,"",7204
"Galicia",68605,66873,97.5,"2021-01-23T00:00:00.000Z","2021-01-25T00:00:00.000Z",66805,1800,"",8602
"Galicia",68605,70384,102.6,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",66805,1800,"",12042
"Galicia",89665,72676,81.1,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",87865,1800,"",14235
"Galicia",89665,74278,82.8,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",87865,1800,"",15827
"Galicia",89665,78772,87.9,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",87865,1800,"",20268
"Galicia",89665,85718,95.6,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",87865,1800,"",27098
"Galicia",89665,87736,97.8,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",87865,1800,"",29065
"Galicia",113425,90643,79.9,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",108925,4500,"",31725
"Galicia",113425,96650,85.2,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",108925,4500,"",37572
"Galicia",113425,96947,85.5,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",108925,4500,"",37720
"Galicia",113425,110996,97.9,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",108925,4500,"",51424
"Galicia",124425,114111,91.7,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",108925,4500,11000,54504
"Galicia",149615,114462,76.5,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",128815,9800,11000,54604
"Galicia",149615,117783,78.7,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",128815,9800,11000,55082
"Galicia",149615,124733,83.4,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",128815,9800,11000,55187
"Galicia",149615,134518,89.9,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",128815,9800,11000,55343
"Galicia",149615,137656,92,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",128815,9800,11000,57383
"Galicia",186985,138601,74.1,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",153385,9800,23800,57397
"Galicia",186985,142844,76.4,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",153385,9800,23800,57531
"Galicia",186985,149893,80.2,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",153385,9800,23800,57611
"Galicia",186985,163143,87.2,"2021-02-21T00:00:00.000Z","2021-02-22T00:00:00.000Z",153385,9800,23800,57862
"Galicia",186985,170544,91.2,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",153385,9800,23800,58052
"La Rioja",5915,324,5.5,"2020-12-31T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"La Rioja",5915,858,14.5,"2021-01-06T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"La Rioja",5915,1674,28.3,"2021-01-08T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"La Rioja",5915,3457,58.4,"2021-01-11T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"La Rioja",5915,3826,64.7,"2021-01-11T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"La Rioja",8840,4651,52.6,"2021-01-12T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"La Rioja",9040,5385,60,"2021-01-13T00:00:00.000Z","2021-01-14T00:00:00.000Z",8840,200,"",""
"La Rioja",9040,5953,66,"2021-01-14T00:00:00.000Z","2021-01-15T00:00:00.000Z",8840,200,"",""
"La Rioja",9040,7761,86,"2021-01-15T00:00:00.000Z","2021-01-18T00:00:00.000Z",8840,200,"",0
"La Rioja",9040,8049,89,"2021-01-18T00:00:00.000Z","2021-01-19T00:00:00.000Z",8840,200,"",44
"La Rioja",11965,8335,69.7,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",11765,200,"",44
"La Rioja",11965,8684,72.6,"2021-01-21T00:00:00.000Z","2021-01-21T00:00:00.000Z",11765,200,"",267
"La Rioja",11965,8967,74.9,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",11765,200,"",317
"La Rioja",11965,9166,76.6,"2021-01-22T00:00:00.000Z","2021-01-25T00:00:00.000Z",11765,200,"",317
"La Rioja",11965,9387,78.5,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",11765,200,"",455
"La Rioja",14305,9618,67.2,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",14105,200,"",684
"La Rioja",14305,10283,71.9,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",14105,200,"",1084
"La Rioja",14305,10820,75.6,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",14105,200,"",1592
"La Rioja",14305,11790,82.4,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",14105,200,"",2490
"La Rioja",14305,13215,92.4,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",14105,200,"",3478
"La Rioja",18215,14118,77.5,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",17615,600,"",4301
"La Rioja",18215,15374,84.4,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",17615,600,"",5433
"La Rioja",18215,16622,91.3,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",17615,600,"",6521
"La Rioja",18215,17803,97.7,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",17615,600,"",7561
"La Rioja",19515,18324,93.9,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",17615,600,1300,7777
"La Rioja",22655,18970,83.7,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",19955,1400,1300,7997
"La Rioja",22655,19428,85.8,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",19955,1400,1300,8129
"La Rioja",22655,19968,88.1,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",19955,1400,1300,8365
"La Rioja",22655,21095,93.1,"2021-02-13T00:00:00.000Z","2021-02-15T00:00:00.000Z",19955,1400,1300,8449
"La Rioja",22655,21676,95.7,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",19955,1400,1300,8523
"La Rioja",27665,22032,79.6,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",23465,1400,2800,8529
"La Rioja",27665,22749,82.2,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",23465,1400,2800,8812
"La Rioja",27665,23349,84.4,"2021-02-18T00:00:00.000Z","2021-02-19T00:00:00.000Z",23465,1400,2800,8848
"La Rioja",27665,24189,87.4,"2021-02-19T00:00:00.000Z","2021-02-22T00:00:00.000Z",23465,1400,2800,9112
"La Rioja",27665,24905,90,"2021-02-22T00:00:00.000Z","2021-02-23T00:00:00.000Z",23465,1400,2800,9193
"Madrid",89040,2883,3.2,"2021-01-03T00:00:00.000Z","2021-01-04T00:00:00.000Z","","","",""
"Madrid",98790,11337,11.5,"2021-01-07T00:00:00.000Z","2021-01-07T00:00:00.000Z","","","",""
"Madrid",98790,14152,14.3,"2021-01-08T00:00:00.000Z","2021-01-08T00:00:00.000Z","","","",""
"Madrid",98790,24897,25.2,"2021-01-11T00:00:00.000Z","2021-01-11T00:00:00.000Z","","","",""
"Madrid",98790,35949,36.4,"2021-01-12T00:00:00.000Z","2021-01-12T00:00:00.000Z","","","",""
"Madrid",147540,49228,33.4,"2021-01-13T00:00:00.000Z","2021-01-13T00:00:00.000Z","","","",""
"Madrid",152240,63385,42,"2021-01-14T00:00:00.000Z","2021-01-14T00:00:00.000Z",147540,4700,"",""
"Madrid",152240,77921,51,"2021-01-15T00:00:00.000Z","2021-01-15T00:00:00.000Z",147540,4700,"",""
"Madrid",152240,104490,69,"2021-01-18T00:00:00.000Z","2021-01-18T00:00:00.000Z",147540,4700,"",476
"Madrid",152240,120168,78.9,"2021-01-19T00:00:00.000Z","2021-01-19T00:00:00.000Z",147540,4700,"",719
"Madrid",176615,129194,73.2,"2021-01-19T00:00:00.000Z","2021-01-20T00:00:00.000Z",171915,4700,"",812
"Madrid",176615,142765,80.8,"2021-01-20T00:00:00.000Z","2021-01-21T00:00:00.000Z",171915,4700,"",1738
"Madrid",176615,154778,87.6,"2021-01-21T00:00:00.000Z","2021-01-22T00:00:00.000Z",171915,4700,"",2263
"Madrid",176615,165514,93.7,"2021-01-24T00:00:00.000Z","2021-01-25T00:00:00.000Z",171915,4700,"",2634
"Madrid",176615,169501,96,"2021-01-25T00:00:00.000Z","2021-01-26T00:00:00.000Z",171915,4700,"",4073
"Madrid",232775,174094,74.8,"2021-01-26T00:00:00.000Z","2021-01-27T00:00:00.000Z",228075,4700,"",5611
"Madrid",232775,177972,76.5,"2021-01-27T00:00:00.000Z","2021-01-28T00:00:00.000Z",228075,4700,"",6987
"Madrid",232775,183458,78.8,"2021-01-28T00:00:00.000Z","2021-01-29T00:00:00.000Z",228075,4700,"",10595
"Madrid",232775,190943,82,"2021-01-31T00:00:00.000Z","2021-02-01T00:00:00.000Z",228075,4700,"",15837
"Madrid",232775,199495,85.7,"2021-02-01T00:00:00.000Z","2021-02-02T00:00:00.000Z",228075,4700,"",24312
"Madrid",292325,211857,72.5,"2021-02-02T00:00:00.000Z","2021-02-03T00:00:00.000Z",280725,11600,"",35902
"Madrid",292325,226074,77.3,"2021-02-03T00:00:00.000Z","2021-02-04T00:00:00.000Z",280725,11600,"",49470
"Madrid",292325,246003,84.2,"2021-02-04T00:00:00.000Z","2021-02-05T00:00:00.000Z",280725,11600,"",67334
"Madrid",292325,266831,91.3,"2021-02-07T00:00:00.000Z","2021-02-08T00:00:00.000Z",280725,11600,"",86645
"Madrid",320025,282690,88.3,"2021-02-08T00:00:00.000Z","2021-02-09T00:00:00.000Z",280725,11600,27700,102204
"Madrid",386475,294615,76.2,"2021-02-09T00:00:00.000Z","2021-02-10T00:00:00.000Z",333375,25400,27700,115535
"Madrid",386475,308047,79.7,"2021-02-10T00:00:00.000Z","2021-02-11T00:00:00.000Z",333375,25400,27700,128570
"Madrid",386475,319144,82.6,"2021-02-11T00:00:00.000Z","2021-02-12T00:00:00.000Z",333375,25400,27700,139553
"Madrid",386475,338333,87.5,"2021-02-14T00:00:00.000Z","2021-02-15T00:00:00.000Z",333375,25400,27700,152696
"Madrid",386475,346408,89.6,"2021-02-15T00:00:00.000Z","2021-02-16T00:00:00.000Z",333375,25400,27700,156682
"Madrid",484095,354258,73.2,"2021-02-16T00:00:00.000Z","2021-02-17T00:00:00.000Z",398895,25400,59800,160202
"Madrid",484095,364384,75.3,"2021-02-17T00:00:00.000Z","2021-02-18T00:00:00.000Z",398895,25400,59800,163768
